PROSPECTID,time_since_recent_payment,time_since_first_deliquency,time_since_recent_deliquency,num_times_delinquent,max_delinquency_level,max_recent_level_of_deliq,num_deliq_6mts,num_deliq_12mts,num_deliq_6_12mts,max_deliq_6mts,max_deliq_12mts,num_times_30p_dpd,num_times_60p_dpd,num_std,num_std_6mts,num_std_12mts,num_sub,num_sub_6mts,num_sub_12mts,num_dbt,num_dbt_6mts,num_dbt_12mts,num_lss,num_lss_6mts,num_lss_12mts,recent_level_of_deliq,tot_enq,CC_enq,CC_enq_L6m,CC_enq_L12m,PL_enq,PL_enq_L6m,PL_enq_L12m,time_since_recent_enq,enq_L12m,enq_L6m,enq_L3m,MARITALSTATUS,EDUCATION,AGE,GENDER,NETMONTHLYINCOME,Time_With_Curr_Empr,pct_of_active_TLs_ever,pct_opened_TLs_L6m_of_L12m,pct_currentBal_all_TL,CC_utilization,CC_Flag,PL_utilization,PL_Flag,pct_PL_enq_L6m_of_L12m,pct_CC_enq_L6m_of_L12m,pct_PL_enq_L6m_of_ever,pct_CC_enq_L6m_of_ever,max_unsec_exposure_inPct,HL_Flag,GL_Flag,last_prod_enq2,first_prod_enq2,Credit_Score,Approved_Flag
24884,46.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1,1,1,3.0,9,7,5,Married,GRADUATE,46,F,25000,130,1.0,0.5,0.388,0.0,0,0.0,0,1.0,0.0,1.0,0.0,1.22,0,0,ConsumerLoan,ConsumerLoan,639,P4
8633,46.0,4,4,1,25,25,1,1,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,8,1,1,1,4,4,4,3.0,8,6,5,Single,GRADUATE,22,M,25000,38,1.0,0.667,0.968,0.0,0,0.0,0,1.0,1.0,1.0,1.0,0.444,0,0,PL,AL,634,P4
18287,67.0,7,7,1,9,9,0,1,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,4,3,4,2.0,6,4,3,Married,12TH,29,M,14000,53,0.7,0.556,0.391,0.0,0,0.0,0,0.75,0.0,0.75,0.0,7.487,1,0,ConsumerLoan,ConsumerLoan,646,P4
47002,250.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,1,1,2.0,4,4,4,Married,SSC,29,M,25000,70,0.0,0.0,0.0,0.0,0,0.0,0,1.0,0.0,1.0,0.0,1.82,0,0,ConsumerLoan,others,646,P4
35668,75.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,2,2,2,15.0,10,6,4,Married,12TH,33,M,21000,49,0.5,0.0,1.0,0.0,0,0.0,0,1.0,0.0,1.0,0.0,0.066,0,0,ConsumerLoan,others,649,P4
23419,102.0,27,26,2,57,27,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,27,10,1,0,1,3,2,3,62.0,10,7,2,Married,GRADUATE,33,M,23500,43,0.222,0.538,0.919,0.0,0,0.0,0,0.667,0.0,0.667,0.0,2.875,1,0,PL,others,656,P4
41690,644.0,34,11,12,879,729,0,1,1,0,729,12,12,0,0,0,0,0,0,0,0,0,0,0,0,729,0,0,0,0,0,0,0,75.0,0,0,0,Married,GRADUATE,35,M,16500,155,0.75,0.0,0.309,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.82,1,0,others,others,623,P4
18687,77.0,34,33,2,58,26,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,26,12,0,0,0,4,4,4,31.0,4,4,1,Married,UNDER GRADUATE,28,M,33000,101,0.647,0.5,0.603,0.0,0,0.967,1,1.0,0.0,1.0,0.0,5.835,0,0,PL,others,649,P4
20367,74.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,1,12.0,3,3,2,Single,GRADUATE,23,M,19000,147,1.0,1.0,1.0,0.0,0,0.0,0,1.0,0.0,1.0,0.0,1.82,1,0,ConsumerLoan,others,657,P4
7915,42.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,52.0,2,2,2,Married,SSC,33,M,23000,153,1.0,1.0,0.979,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.82,0,0,others,others,666,P3
3976,175.0,20,19,2,72,41,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,41,1,0,0,0,0,0,0,33.0,1,1,1,Married,12TH,49,M,14000,63,0.2,1.0,1.022,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.82,1,0,ConsumerLoan,ConsumerLoan,660,P3
46404,170.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,3,2,3,21.0,16,11,8,Single,GRADUATE,27,M,25000,81,0.5,0.5,1.0,0.0,0,1.0,1,0.667,0.0,0.667,0.0,0.7,0,0,ConsumerLoan,others,642,P4
14180,554.0,35,32,3,32,32,0,0,0,0,0,2,0,14,0,0,0,0,0,0,0,0,0,0,0,32,1,0,0,0,0,0,0,17.0,1,1,1,Married,GRADUATE,45,F,13000,99,1.0,0.0,0.646,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.82,0,0,ConsumerLoan,ConsumerLoan,637,P4
14949,80.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,4,4,7.0,7,5,5,Married,GRADUATE,39,M,18000,100,1.0,0.667,0.357,0.0,0,0.0,0,1.0,0.0,1.0,0.0,3.23,0,0,PL,others,666,P3
26256,45.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,2,2,5.0,5,5,1,Single,12TH,24,M,35000,130,1.0,1.0,0.929,0.0,0,0.944,1,1.0,0.0,1.0,0.0,4.669,0,0,others,others,661,P3
48882,43.0,25,24,2,109,78,0,0,0,0,0,2,2,1,1,1,0,0,0,0,0,0,0,0,0,78,33,1,1,1,3,1,1,1.0,30,30,23,Single,GRADUATE,28,M,18500,29,0.333,1.0,0.898,0.0,0,0.0,0,1.0,1.0,0.333,1.0,4.009,1,0,ConsumerLoan,others,543,P4
39293,44.0,17,14,3,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,1.0,1,1,1,Single,12TH,24,M,38000,102,1.0,0.0,0.057,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.82,0,0,ConsumerLoan,others,663,P3
19196,66.0,12,9,4,120,28,0,3,3,0,89,3,2,0,0,0,0,0,0,0,0,0,0,0,0,28,4,0,0,0,1,0,0,1.0,2,1,1,Married,GRADUATE,46,M,25000,186,1.0,0.0,0.057,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.568,0,0,ConsumerLoan,PL,646,P4
27519,668.0,33,30,4,137,47,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,75.0,0,0,0,Married,SSC,34,M,10000,58,0.5,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.82,1,0,others,others,664,P3
29094,77.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,1,1,1,1,1,1.0,8,4,4,Married,12TH,32,M,35000,131,1.0,0.0,0.899,0.0,0,0.0,0,1.0,1.0,1.0,1.0,1.82,0,0,ConsumerLoan,others,646,P4
31717,61.0,5,5,1,28,28,1,1,0,28,28,0,0,1,1,1,0,0,0,0,0,0,0,0,0,28,8,0,0,0,6,6,6,76.0,8,8,2,Married,SSC,31,M,140000,221,0.667,0.833,0.095,0.0,0,0.0,1,1.0,0.0,1.0,0.0,0.121,0,0,PL,others,658,P4
