PROSPECTID,time_since_recent_payment,time_since_first_deliquency,time_since_recent_deliquency,num_times_delinquent,max_delinquency_level,max_recent_level_of_deliq,num_deliq_6mts,num_deliq_12mts,num_deliq_6_12mts,max_deliq_6mts,max_deliq_12mts,num_times_30p_dpd,num_times_60p_dpd,num_std,num_std_6mts,num_std_12mts,num_sub,num_sub_6mts,num_sub_12mts,num_dbt,num_dbt_6mts,num_dbt_12mts,num_lss,num_lss_6mts,num_lss_12mts,recent_level_of_deliq,tot_enq,CC_enq,CC_enq_L6m,CC_enq_L12m,PL_enq,PL_enq_L6m,PL_enq_L12m,time_since_recent_enq,enq_L12m,enq_L6m,enq_L3m,MARITALSTATUS,EDUCATION,AGE,GENDER,NETMONTHLYINCOME,Time_With_Curr_Empr,pct_of_active_TLs_ever,pct_opened_TLs_L6m_of_L12m,pct_currentBal_all_TL,CC_utilization,CC_Flag,PL_utilization,PL_Flag,pct_PL_enq_L6m_of_L12m,pct_CC_enq_L6m_of_L12m,pct_PL_enq_L6m_of_ever,pct_CC_enq_L6m_of_ever,max_unsec_exposure_inPct,HL_Flag,GL_Flag,last_prod_enq2,first_prod_enq2,Credit_Score
34441,76.0,0,0,0,0,0,0,0,0,0,0,0,0,45,8,20,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,0,0,460.0,0,0,0,Married,12TH,38,M,21000,189,0.333,0.0,0.851,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.82,1,0,ConsumerLoan,others,732
11028,42.0,7,3,3,89,29,1,3,2,29,89,1,1,107,18,41,0,0,0,0,0,0,0,0,0,29,5,1,1,1,3,1,1,1.0,3,3,3,Married,GRADUATE,61,M,8,176,0.4,1.0,0.731,0.0,0,0.0,1,1.0,1.0,0.333,1.0,18750.0,0,1,ConsumerLoan,PL,719
6857,736.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,682.0,0,0,0,Married,OTHERS,59,M,18000,422,0.5,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.82,0,0,HL,others,703
41289,274.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,735.0,0,0,0,Married,GRADUATE,32,M,27800,148,1.0,0.0,0.013,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.151,0,0,ConsumerLoan,ConsumerLoan,709
9204,93.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,164.0,3,3,0,Married,SSC,64,M,25990,191,0.143,1.0,0.5,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.866,0,0,ConsumerLoan,CC,718
6930,71.0,0,0,0,0,0,0,0,0,0,0,0,0,35,5,11,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,231.0,1,0,0,Married,GRADUATE,27,M,18000,60,0.667,0.0,1.179,0.0,0,0.0,0,0.0,0.0,0.0,0.0,6.111,0,0,PL,others,713
6237,78.0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,262.0,1,0,0,Single,GRADUATE,26,M,27000,66,1.0,0.0,0.008,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.537,0,0,HL,others,705
27772,308.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,185.0,1,0,0,Married,SSC,33,M,18000,70,0.2,0.5,1.022,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.82,1,0,others,others,696
50363,252.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,470.0,0,0,0,Married,GRADUATE,55,M,25000,388,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.82,0,0,others,others,672
9722,68.0,0,0,0,0,0,0,0,0,0,0,0,0,133,27,57,0,0,0,0,0,0,0,0,0,0,10,1,1,1,0,0,0,80.0,5,4,1,Married,UNDER GRADUATE,33,M,18600,65,0.417,0.333,0.968,0.0,0,0.0,0,0.0,1.0,0.0,1.0,2.531,0,0,CC,ConsumerLoan,725
20910,377.0,0,0,0,0,0,0,0,0,0,0,0,0,65,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.0,0,0,0,Married,SSC,26,M,15500,56,0.091,0.0,1.038,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.82,1,0,others,others,712
29882,52.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,140.0,1,1,0,Married,SSC,35,M,14500,148,1.0,1.0,0.916,0.0,0,0.0,0,0.0,0.0,0.0,0.0,3.448,0,0,others,others,683
42919,272.0,0,0,0,0,0,0,0,0,0,0,0,0,23,4,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.0,1,1,1,Single,GRADUATE,26,M,20000,30,1.0,0.0,1.397,0.0,0,0.0,0,0.0,0.0,0.0,0.0,4.98,0,0,ConsumerLoan,ConsumerLoan,693
12410,142.0,0,0,0,0,0,0,0,0,0,0,0,0,29,4,10,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,1,1,145.0,1,1,0,Single,UNDER GRADUATE,55,M,20000,38,0.111,1.0,0.876,0.0,0,0.876,1,1.0,0.0,0.25,0.0,15.0,0,1,PL,others,713
20864,303.0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,569.0,0,0,0,Married,SSC,39,M,28000,129,0.333,0.0,0.307,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.82,1,0,ConsumerLoan,ConsumerLoan,685
32951,19.0,0,0,0,0,0,0,0,0,0,0,0,0,52,10,22,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,510.0,0,0,0,Married,12TH,36,M,18000,185,1.0,0.0,0.784,0.0,0,0.776,1,0.0,0.0,0.0,0.0,26.5,0,0,PL,PL,713
51035,321.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2.0,1,1,1,Married,GRADUATE,31,M,23790,41,0.5,0.0,1.073,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.82,1,0,others,others,672
12734,236.0,0,0,0,0,0,0,0,0,0,0,0,0,60,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.0,0,0,0,Married,SSC,35,F,8900,34,0.25,0.0,0.948,0.0,0,0.0,0,0.0,0.0,0.0,0.0,16.854,1,0,others,others,719
12129,58.0,0,0,0,0,0,0,0,0,0,0,0,0,57,8,22,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,953.0,0,0,0,Married,SSC,29,M,12000,70,0.286,0.5,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.82,1,1,others,others,711
