PROSPECTID,time_since_recent_payment,time_since_first_deliquency,time_since_recent_deliquency,num_times_delinquent,max_delinquency_level,max_recent_level_of_deliq,num_deliq_6mts,num_deliq_12mts,num_deliq_6_12mts,max_deliq_6mts,max_deliq_12mts,num_times_30p_dpd,num_times_60p_dpd,num_std,num_std_6mts,num_std_12mts,num_sub,num_sub_6mts,num_sub_12mts,num_dbt,num_dbt_6mts,num_dbt_12mts,num_lss,num_lss_6mts,num_lss_12mts,recent_level_of_deliq,tot_enq,CC_enq,CC_enq_L6m,CC_enq_L12m,PL_enq,PL_enq_L6m,PL_enq_L12m,time_since_recent_enq,enq_L12m,enq_L6m,enq_L3m,MARITALSTATUS,EDUCATION,AGE,GENDER,NETMONTHLYINCOME,Time_With_Curr_Empr,pct_of_active_TLs_ever,pct_opened_TLs_L6m_of_L12m,pct_currentBal_all_TL,CC_utilization,CC_Flag,PL_utilization,PL_Flag,pct_PL_enq_L6m_of_L12m,pct_CC_enq_L6m_of_L12m,pct_PL_enq_L6m_of_ever,pct_CC_enq_L6m_of_ever,max_unsec_exposure_inPct,HL_Flag,GL_Flag,last_prod_enq2,first_prod_enq2,Credit_Score
7908,85.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,604.0,0,0,0,Married,SSC,39,M,22800,41,1.0,0.0,0.363,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.82,0,0,others,others,693
39103,78.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4.0,2,2,2,Married,12TH,43,M,18000,188,1.0,1.0,0.537,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.944,0,0,ConsumerLoan,others,676
49400,75.0,25,9,2,14,14,0,1,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,0,0,0,0,0,0,455.0,0,0,0,Married,12TH,25,M,30000,121,0.429,0.5,0.854,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.82,1,0,others,others,690
32014,279.0,11,11,1,61,61,0,1,1,0,61,1,1,1,0,1,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,75.0,0,0,0,Married,SSC,28,F,10000,50,1.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.037,0,0,others,others,663
41943,420.0,28,26,3,118,59,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,75.0,0,0,0,Married,12TH,30,M,20000,71,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.82,1,0,others,others,650
31165,242.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,1,2.0,2,2,2,Single,GRADUATE,27,M,25000,41,1.0,0.0,1.0,0.0,0,0.0,0,1.0,0.0,1.0,0.0,0.014,0,0,ConsumerLoan,PL,659
2341,43.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,6,0,1,73.0,2,1,1,Single,GRADUATE,27,M,35000,27,0.75,0.0,0.849,0.991,1,0.535,1,0.0,0.0,0.0,0.0,6.091,0,1,HL,PL,677
42085,27.0,13,13,1,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,4,0,0,0,0,0,0,91.0,1,1,1,Married,OTHERS,38,M,28000,269,0.667,1.0,0.383,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.396,0,0,ConsumerLoan,others,662
28822,67.0,12,12,1,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,3,0,0,0,0,0,0,4.0,3,2,2,Married,12TH,44,M,29000,169,0.5,0.0,0.2,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.574,0,0,ConsumerLoan,others,657
36038,97.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,1,82.0,2,1,1,Married,SSC,45,M,29000,276,0.5,1.0,1.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.413,0,0,ConsumerLoan,ConsumerLoan,686
47763,62.0,29,4,5,30,30,1,1,0,30,30,0,0,24,4,10,0,0,0,0,0,0,0,0,0,30,18,0,0,0,0,0,0,35.0,8,3,2,Married,12TH,26,M,18000,57,0.556,0.5,0.879,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.82,0,0,AL,others,691
33566,175.0,5,5,1,26,26,1,1,0,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1,0,0,0,0,0,0,1.0,1,1,1,Single,SSC,26,M,13000,66,1.0,1.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.82,0,1,ConsumerLoan,ConsumerLoan,660
24908,152.0,11,8,4,150,89,0,4,4,0,150,4,4,8,3,5,0,0,0,0,0,0,0,0,0,89,1,0,0,0,0,0,0,688.0,0,0,0,Single,SSC,23,M,31000,188,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.82,0,0,AL,AL,665
5414,65.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,2,1,1,56.0,4,3,1,Single,GRADUATE,23,M,32000,75,1.0,0.0,0.207,0.0,0,0.0,0,1.0,0.0,0.5,0.0,1.82,0,0,others,PL,664
158,40.0,0,0,0,0,0,0,0,0,0,0,0,0,29,4,10,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,1,122.0,2,1,0,Single,GRADUATE,27,M,55000,195,0.6,0.5,0.798,0.0,0,0.829,1,0.0,0.0,0.0,0.0,4.618,0,0,others,ConsumerLoan,698
28668,49.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,1,1,24.0,4,2,1,Married,SSC,28,M,25000,52,0.8,0.75,0.524,0.0,0,0.0,0,1.0,0.0,1.0,0.0,1.812,0,0,PL,ConsumerLoan,676
25596,67.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,10.0,4,4,2,Married,SSC,42,F,28000,125,1.0,1.0,0.985,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.82,0,0,ConsumerLoan,ConsumerLoan,665
12623,85.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,1,86.0,6,5,3,Married,OTHERS,24,M,30000,128,1.0,1.0,1.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.671,0,0,ConsumerLoan,PL,663
28291,46.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,3,1,0,1,65.0,4,3,1,Married,UNDER GRADUATE,27,M,20300,54,0.5,0.5,0.683,0.877,1,0.809,1,0.0,1.0,0.0,1.0,8.415,0,0,CC,ConsumerLoan,675
36692,935.0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.0,0,0,0,Single,12TH,24,M,12000,42,0.0,0.0,0.0,0.0,0,0.0,1,0.0,0.0,0.0,0.0,1.82,0,0,others,others,702
46997,80.0,13,13,1,21,21,0,0,0,0,0,0,0,35,7,19,0,0,0,0,0,0,0,0,0,21,7,0,0,0,3,0,0,137.0,3,1,0,Married,GRADUATE,40,F,35000,77,0.455,0.75,0.829,0.0,0,0.646,1,0.0,0.0,0.0,0.0,4.96,1,0,others,ConsumerLoan,695
23626,36.0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,9,0,0,0,0,0,0,0,0,0,0,16,0,0,0,4,2,4,77.0,10,7,1,Married,12TH,26,M,20000,99,0.0,0.0,0.0,0.0,0,0.0,0,0.5,0.0,0.5,0.0,1.82,0,0,ConsumerLoan,ConsumerLoan,688
49108,62.0,0,0,0,0,0,0,0,0,0,0,0,0,21,4,10,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,1,20.0,5,2,2,Single,12TH,22,M,35000,62,0.2,0.333,0.7,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.714,0,0,ConsumerLoan,others,678
15299,74.0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,872.0,0,0,0,Married,UNDER GRADUATE,39,M,30000,184,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.82,1,0,ConsumerLoan,ConsumerLoan,696
40339,500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,34.0,1,1,1,Married,GRADUATE,29,M,32456,177,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.82,1,0,ConsumerLoan,ConsumerLoan,683
9704,114.0,0,0,0,0,0,0,0,0,0,0,0,0,29,5,11,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,2,2,3.0,3,3,3,Married,SSC,28,M,18500,80,0.111,0.0,1.035,0.0,0,0.0,0,1.0,0.0,1.0,0.0,1.82,1,0,PL,PL,686
22908,64.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,2,2,2,0,2,33.0,4,2,2,Married,12TH,35,M,35000,77,0.667,0.0,0.937,0.0,0,0.937,1,0.0,1.0,0.0,1.0,24.114,0,0,CC,others,673
47707,53.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,586.0,0,0,0,Married,OTHERS,28,M,12000,121,1.0,0.0,0.232,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2.667,0,0,others,ConsumerLoan,688
31890,231.0,0,0,0,0,0,0,0,0,0,0,0,0,19,10,19,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2.0,1,1,1,Married,OTHERS,40,F,20000,77,0.667,0.0,1.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.82,1,0,ConsumerLoan,ConsumerLoan,686
28858,2617.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2.0,1,1,1,Married,SSC,43,M,20000,83,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.82,0,0,ConsumerLoan,ConsumerLoan,681
35193,62.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,1,7.0,2,2,1,Married,GRADUATE,24,M,21000,51,0.5,1.0,0.804,0.0,0,0.804,1,1.0,0.0,1.0,0.0,0.952,0,0,ConsumerLoan,ConsumerLoan,667
33278,78.0,15,14,2,29,29,0,0,0,0,0,0,0,45,10,18,0,0,0,0,0,0,0,0,0,29,19,0,0,0,17,0,0,463.0,0,0,0,Married,POST-GRADUATE,33,M,60000,77,0.364,0.0,0.821,0.0,0,0.815,1,0.0,0.0,0.0,0.0,31.483,1,0,PL,PL,706
12155,84.0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,3,187.0,3,0,0,Married,GRADUATE,28,M,34850,46,0.333,0.6,0.917,0.0,0,0.915,1,0.0,0.0,0.0,0.0,4.448,1,0,PL,PL,695
17476,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,1,0,0,0,5.0,3,2,2,Single,GRADUATE,28,M,25000,28,1.0,0.0,0.903,0.903,1,0.0,0,0.0,0.0,0.0,0.0,0.124,0,0,ConsumerLoan,CC,660
20495,79.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,4,4,100.0,6,5,0,Married,12TH,48,M,30000,14,0.857,0.833,0.81,0.0,0,1.0,1,1.0,0.0,1.0,0.0,4.322,0,0,PL,others,672
16124,44.0,26,2,11,60,30,3,5,2,25,25,2,0,63,0,11,0,0,0,0,0,0,0,0,0,21,13,0,0,0,0,0,0,245.0,6,0,0,Married,12TH,35,M,40000,223,0.533,0.333,0.953,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.007,1,0,ConsumerLoan,AL,695
22560,63.0,5,5,1,27,27,1,1,0,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,3,0,0,0,1,0,1,332.0,3,0,0,Married,GRADUATE,37,M,35000,13,1.0,0.0,0.053,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.843,0,0,ConsumerLoan,ConsumerLoan,681
9726,731.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,1,11.0,2,2,2,Single,12TH,26,M,15000,38,0.0,0.0,0.0,0.0,0,0.0,0,1.0,0.0,1.0,0.0,1.82,0,0,others,others,666
43777,37.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.0,0,0,0,Single,GRADUATE,22,M,32500,64,1.0,0.0,0.738,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.82,0,0,others,others,686
5705,51.0,10,8,2,28,28,0,2,2,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1,0,0,0,0,0,0,376.0,0,0,0,Married,UNDER GRADUATE,33,M,25000,120,1.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.184,0,0,others,others,675
43869,49.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,694.0,0,0,0,Married,PROFESSIONAL,58,M,28000,54,1.0,0.0,0.519,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.031,0,0,others,others,681
47320,1624.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2485.0,0,0,0,Married,POST-GRADUATE,42,M,20000,83,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.82,0,0,others,others,705
33733,187.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,3,0,0,7.0,4,4,4,Married,GRADUATE,48,M,24000,66,0.5,1.0,0.64,0.0,0,0.621,1,0.0,0.0,0.0,0.0,1.972,0,0,ConsumerLoan,others,696
36063,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,669.0,0,0,0,Married,UNDER GRADUATE,30,F,22000,359,1.0,0.0,0.16,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.82,0,0,others,others,676
22243,674.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,4,4,4,6.0,10,9,5,Single,12TH,27,M,50000,185,0.0,0.0,0.0,0.0,0,0.0,0,1.0,0.0,1.0,0.0,1.82,1,0,ConsumerLoan,ConsumerLoan,642
12177,713.0,6,6,1,30,30,0,1,1,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1,0,0,0,0,0,0,248.0,1,0,0,Married,SSC,34,M,30000,80,0.5,0.0,1.007,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.82,1,0,others,others,676
15631,79.0,19,18,2,56,26,0,0,0,0,0,1,0,7,4,7,0,0,0,0,0,0,0,0,0,26,1,0,0,0,0,0,0,331.0,1,0,0,Married,GRADUATE,35,M,36000,45,0.5,0.0,0.674,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.82,0,1,others,others,672
6793,102.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,907.0,0,0,0,Married,GRADUATE,44,M,22000,126,0.5,0.0,0.759,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.82,0,0,others,others,693
12120,74.0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.0,0,0,0,Married,SSC,46,M,9000,251,1.0,0.0,1.027,0.0,0,0.0,0,0.0,0.0,0.0,0.0,5.778,0,0,others,others,695
1769,54.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,24,3,9,4,1,2,97.0,12,4,0,Single,GRADUATE,26,M,25000,70,0.818,0.6,0.89,0.917,1,0.9,1,0.5,0.333,0.25,0.125,24.222,1,0,PL,CC,686
37026,65.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,3,0,0,14,3,3,74.0,6,6,2,Married,GRADUATE,54,M,23500,66,0.368,1.0,0.062,0.0,0,0.0,1,1.0,0.0,0.214,0.0,4.565,0,1,PL,CC,723
21642,88.0,0,0,0,0,0,0,0,0,0,0,0,0,81,17,34,0,0,0,0,0,0,0,0,0,0,12,0,0,0,1,1,1,11.0,12,12,3,Single,GRADUATE,28,M,32500,53,0.412,0.714,0.896,0.0,0,0.0,0,1.0,0.0,1.0,0.0,5.35,1,0,PL,ConsumerLoan,713
21824,43.0,7,7,1,9,9,0,1,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,36,9,0,0,14,3,4,52.0,8,5,2,Married,POST-GRADUATE,30,M,33000,37,0.438,0.429,0.835,0.48,1,0.968,1,0.75,0.0,0.214,0.0,8.953,0,0,PL,ConsumerLoan,675
15013,51.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,22.0,3,2,1,Married,SSC,42,M,20000,15,0.417,0.8,0.658,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.838,1,0,others,ConsumerLoan,673
31400,75.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,2,1,1,49.0,5,3,2,Married,12TH,57,M,17500,29,1.0,0.4,0.611,0.0,0,0.0,0,1.0,0.0,0.5,0.0,2.971,0,0,PL,others,664
26272,62.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,7,4,7,6.0,18,8,2,Married,GRADUATE,33,M,25000,90,0.571,0.643,0.796,0.0,0,0.891,1,0.571,0.0,0.571,0.0,10.532,1,0,PL,others,668
6051,55.0,34,3,29,90,60,5,14,9,29,90,9,2,0,0,0,0,0,0,0,0,0,0,0,0,29,9,0,0,0,0,0,0,4.0,3,2,1,Married,GRADUATE,35,M,33000,158,0.4,0.0,0.788,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.82,0,1,ConsumerLoan,HL,699
45426,599.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,878.0,0,0,0,Single,12TH,26,M,55000,122,1.0,0.0,0.427,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.273,0,0,ConsumerLoan,ConsumerLoan,682
3160,78.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,53.0,2,1,1,Married,12TH,26,M,150000,64,1.0,0.5,0.517,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.269,0,0,ConsumerLoan,others,674
10447,81.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7.0,1,1,1,Married,GRADUATE,34,M,27000,125,1.0,1.0,0.009,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.481,0,0,ConsumerLoan,others,677
11512,133.0,18,18,1,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,75.0,0,0,0,Married,SSC,30,M,12000,64,0.143,0.0,0.991,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.82,1,0,others,others,679
32289,65.0,6,4,3,28,27,2,3,1,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,2,0,0,0,0,0,0,0.0,1,1,1,Married,12TH,32,M,25000,125,1.0,0.0,0.789,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.82,0,0,ConsumerLoan,others,659
29448,2040.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.0,0,0,0,Married,OTHERS,27,M,20000,62,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.82,1,0,others,others,687
11214,72.0,9,9,1,5,5,0,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,1,1,1,154.0,1,1,0,Married,GRADUATE,23,M,10000,251,1.0,0.0,0.936,0.0,0,0.0,0,1.0,0.0,1.0,0.0,1.82,0,0,PL,others,660
29272,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3,4,0,0,0,23.0,5,3,2,Single,SSC,27,M,18000,54,0.4,0.0,0.695,0.911,1,0.0,0,0.0,0.75,0.0,0.75,3.274,0,0,CC,others,670
11444,73.0,0,0,0,0,0,0,0,0,0,0,0,0,36,4,18,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3.0,2,2,2,Married,UNDER GRADUATE,44,F,20000,57,0.2,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.82,1,0,ConsumerLoan,others,682
13498,34.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,1,150.0,1,1,0,Single,GRADUATE,24,M,11300,4,1.0,1.0,0.73,0.801,1,0.0,0,1.0,0.0,1.0,0.0,3.271,0,0,PL,CC,678
28867,70.0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,0,0,0,0,0,0,0,0,0,0,6,1,0,0,3,3,3,19.0,4,3,1,Married,GRADUATE,26,M,25000,59,0.143,1.0,1.011,0.0,0,0.0,1,1.0,0.0,1.0,0.0,1.82,1,0,PL,CC,690
938,215.0,19,19,2,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,4,0,0,0,0,0,0,609.0,0,0,0,Married,12TH,39,M,19000,147,0.5,0.0,0.16,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.82,0,0,others,others,678
13853,491.0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,904.0,0,0,0,Married,SSC,55,M,19000,114,0.0,0.0,0.0,0.0,0,0.0,1,0.0,0.0,0.0,0.0,1.82,0,0,HL,others,692
45275,1772.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,4,3,4,8.0,5,4,4,Single,GRADUATE,28,M,9500,14,1.0,0.0,0.0,0.0,0,0.0,0,0.75,0.0,0.75,0.0,0.106,0,0,ConsumerLoan,PL,649
35720,43.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,1,16.0,3,2,1,Married,12TH,31,M,10000,60,0.091,0.5,1.07,0.0,0,0.0,0,1.0,0.0,1.0,0.0,1.82,1,0,PL,ConsumerLoan,685
19876,62.0,0,0,0,0,0,0,0,0,0,0,0,0,43,7,15,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,818.0,0,0,0,Married,POST-GRADUATE,34,F,36000,125,0.5,0.0,0.717,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.82,1,0,others,others,693
848,1059.0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,9.0,3,3,3,Married,12TH,51,M,58000,125,0.2,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.82,1,0,ConsumerLoan,others,667
24313,402.0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,866.0,0,0,0,Married,12TH,39,F,26000,58,0.25,1.0,0.999,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.82,1,0,others,others,708
16498,78.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,310.0,1,0,0,Married,12TH,31,M,20000,50,1.0,0.5,0.514,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.399,0,0,others,others,675
32799,73.0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.0,0,0,0,Married,12TH,44,M,38000,188,0.667,1.0,0.667,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.658,0,0,others,others,697
1300,745.0,30,16,15,89,59,0,0,0,0,0,15,14,18,1,1,1,0,0,0,0,0,0,0,0,59,1,0,0,0,0,0,0,1.0,1,1,1,Married,12TH,33,M,41000,65,0.25,1.0,1.002,0.0,0,0.0,0,0.0,0.0,0.0,0.0,3.424,0,0,ConsumerLoan,ConsumerLoan,682
25146,45.0,35,35,1,29,29,0,0,0,0,0,0,0,19,5,5,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,75.0,0,0,0,Married,12TH,36,M,15000,128,0.5,1.0,0.845,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.82,1,0,others,others,663
1870,66.0,0,0,0,0,0,0,0,0,0,0,0,0,93,10,25,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,1,56.0,3,2,1,Married,GRADUATE,36,M,45000,221,0.206,0.5,0.855,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.795,1,0,ConsumerLoan,ConsumerLoan,726
44796,54.0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.0,0,0,0,Married,12TH,45,M,25000,120,0.333,1.0,1.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.82,1,0,others,others,743
28785,531.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2022.0,0,0,0,Married,POST-GRADUATE,41,M,27000,200,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.82,0,0,AL,AL,696
27133,35.0,35,27,3,83,83,0,0,0,0,0,2,1,27,1,6,5,4,5,0,0,0,0,0,0,83,0,0,0,0,0,0,0,75.0,0,0,0,Married,12TH,24,M,25000,50,0.042,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.153,1,0,others,others,674
30150,53.0,6,6,1,11,11,0,1,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,18,2,1,2,4,1,4,79.0,15,7,2,Married,12TH,35,F,20000,66,0.538,0.25,0.68,0.0,0,0.843,1,0.25,0.5,0.25,0.5,7.76,1,0,PL,ConsumerLoan,681
